File Path,Total Links,Wikilinks,Wikilinks with Alias,Wikilinks with Path,Wikilinks with Leading Slash,Markdown Links,Markdown Links with Leading Slash,External Links,Has Leading Slash Issues
"tags/refizz.md",0,0,0,0,0,0,0,0,NO
"tags/readme.md",8,1,0,1,0,3,0,3,NO
"tags/power.md",7,0,0,0,0,7,0,0,NO
"tags/transformation.md",0,0,0,0,0,0,0,0,NO
"tags/teams.md",0,0,0,0,0,0,0,0,NO
"tags/tasks.md",4,0,2,2,0,0,0,0,NO
"tags/systems.md",19,8,0,8,0,3,0,0,NO
"tags/sustainability.md",14,5,0,5,0,4,0,0,NO
"tags/purpose.md",0,0,0,0,0,0,0,0,NO
"tags/roles.md",6,0,0,0,0,6,0,0,NO
"tags/practices.md",10,0,0,0,0,10,0,0,NO
"tags/playbooks.md",0,0,0,0,0,0,0,0,NO
"tags/platforms.md",9,1,0,1,0,7,0,0,NO
"tags/permissions.md",0,0,0,0,0,0,0,0,NO
"tags/nfts.md",14,7,0,7,0,0,0,0,NO
"tags/networks.md",17,0,8,8,0,1,0,0,NO
"tags/modules.md",6,0,0,0,0,6,0,0,NO
"tags/delegation.md",0,0,0,0,0,0,0,0,NO
"tags/impact.md",8,0,0,0,0,8,0,0,NO
"tags/defi.md",14,6,0,6,0,2,0,0,NO
"tags/decisions.md",0,0,0,0,0,0,0,0,NO
"tags/decentralization.md",0,0,0,0,0,0,0,0,NO
"tags/daos.md",18,0,6,5,0,7,0,0,NO
"tags/blockchain.md",4,0,0,0,0,2,0,2,NO
"tags/attestations.md",8,0,0,0,0,4,0,4,NO
"tags/agreements.md",0,0,0,0,0,0,0,0,NO
"notes/Untitled.md",0,0,0,0,0,0,0,0,NO
"notes/notes.md",21,4,0,4,0,13,0,0,NO
"notes/cxi/cxi.md",21,20,0,1,0,0,0,0,NO
"notes/cxi/Docs/2023-10-11 - CX Meeting 11 Oct 2023.md",0,0,0,0,0,0,0,0,NO
"notes/cxi/Docs/Docs.md",0,0,0,0,0,0,0,0,NO
"notes/cxi/Docs/2023-01-17 - DRAFT Proposal to create a Community Experience team for AIFS.md",8,0,0,0,0,4,0,4,NO
"notes/cxi/Docs/2022-05-20 - Twitter Style Guide.md",12,0,0,0,0,6,0,6,NO
"notes/cxi/Docs/2022-05-02 - May 2 CXI Meeting.md",0,0,0,0,0,0,0,0,NO
"notes/cxi/Docs/2022-05-09 - May 9, 2022.md",5,5,0,0,0,0,0,0,NO
"notes/cxi/Docs/2022-05-02 - Gnosis Safe for Governance Conversations Project.md",0,0,0,0,0,0,0,0,NO
"notes/cxi/Docs/2022-05-02 - Community Resources intro rewrite.md",6,0,0,0,0,3,0,3,NO
"notes/cxi/Docs/2022-04-18 - April 18 CXI Meeting.md",4,0,0,0,0,2,0,2,NO
"notes/cxi/Docs/2022-04-22 - Contributor Guide kickoff meeting.md",3,3,0,0,0,0,0,0,NO
"notes/cxi/Docs/2022-04-11 at 04-07 PM.md",6,0,0,0,0,3,0,3,NO
"notes/cxi/Docs/2022-04-04 at 04-10 PM.md",4,0,0,0,0,2,0,2,NO
"notes/cxi/Docs/2022-03-27 - web3 Inclusivity Summit.md",27,1,0,0,0,17,0,9,NO
"notes/cxi/Docs/2022-03-31 at 01-32 PM.md",1,1,0,0,0,0,0,0,NO
"notes/cxi/Docs/2022-03-21 at 04-00 PM.md",2,0,0,0,0,1,0,1,NO
"notes/cxi/Docs/2022-03-15 at 02-53 PM.md",0,0,0,0,0,0,0,0,NO
"notes/cxi/Docs/2022-03-15 at 01-20 AM.md",0,0,0,0,0,0,0,0,NO
"notes/cxi/Tasks/Tasks.md",0,0,0,0,0,0,0,0,NO
"notes/cxi/Tasks/⬜️ CXI-300 Pace & Information Discussion Agenda.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/general-circle.md",275,275,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/old-gc-tasks.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-99 Create Tooling Process Guide.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-83 Recruit designer.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-81 Write Discord channel descriptions.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-77 Build Community Relationships _.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-78 Spec Ember NFT.md",8,0,0,0,0,5,0,3,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-67 Pre-launch strategy.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-76 Reach out to DAO Community Experience Leads to garner learning.md",1,1,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-51 Review Member Archetype Table.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-44 Communications prep for NFT Drop.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-281 Propose final allocation of tokens for Systems Transformation Project.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-42 NFT Top patron rewards design (issued on close of genesis period).md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-43 Community spaces ready for NFT Drop .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-288 Clarity Update.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-280 Michelle talk to OTF about funds flowing through Reimagine Institute .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-276 SBP13 - Allocating SPRB & USDC to projects to fund interim Rev 1 contributor rewards .md",17,14,0,3,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-279 Bring a project team to talk through the design - block off a couple of hours for a working session. .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-277 Treasury Allocation for SBP13 & SBP6.md",8,0,0,0,0,4,0,4,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-275 SBP12- Design resourcing for the Future of Sport Roadmapping Project.md",5,1,0,0,0,2,0,2,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-273 Synthesize the Purpose of the Project .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-274 Sessions 1 Planning & Agenda.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-271 Explore different tooling possibilities .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-270 Contact Forefront to see if they are open to collaborating .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-267 Find a cool graphic that captures what we are trying to do.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-268 Create a new Figjam board .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-266 Create a Mirror post .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-265 CCS Workshop.md",8,0,0,0,0,4,0,4,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-264 Draft Proposal -  for grant application with Windfall.md",6,0,0,0,0,3,0,3,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-263 SuperBenefit Proposal.md",12,0,0,0,0,6,0,6,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-262 Conflict of Interest (COI) Proposal.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-257 Proposal SBP8- DAO Primitive Project_.md",3,0,0,0,0,2,0,1,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-258 We can post this and the contributor guide and be open to feedback and review again at the end of Rev 1 .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-261 Design DAO initiation cell.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-256 SuperBenefit Consulting Design .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-242 Discuss how we are going to reward ourselves and other contributors (Rowan).md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-240 Look into setting up a recurring weekly meeting template on Clarity.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-246 [BOUNTY] Distribute some $SPRB to the Discord community.md",5,3,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-255 SuperBenefit Consulting Design.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-237 Give Ryan access to DNS controls.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-238 Craft v1 invitation + guiding questions (for panel + audience) .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-233 [BOUNTY] Twitter Style Guide.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-234 [BOUNTY] Twitter Content Creator & Engagement.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-224 Apply for metagov.org funding for research project .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-227 Project - governance design experiment #1.md",4,2,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-221 Create appropriate category-ies in web3 library and make video to show process for adding items to library .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-229 Develop Bounty for someone to run our Twitter .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-210 Weekly Update - March 9, 2022.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-220 Curate the metagovernance pieces into the web3 library .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-219 #187 Create a set of steps for multisig signers to follow .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-209 Proposal for Contributor Guide.md",68,6,0,0,0,31,0,31,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-208 1-1 Meetings - Set Up Calendly.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-207 Find SB Community on Twitter & Engage.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-197 Update Rules screen on Discord .md",3,0,0,0,0,2,0,1,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-195 Set up calendly and include in Discord.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-186 Create a set of steps for multisig holders to follow to create, approve or reject a wallet transaction. .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-191 Review Discord Onboarding Flow.md",10,0,0,0,0,7,0,3,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-181 [BOUNTY] Revamp Notion Getting Started page.md",3,1,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-183 Develop launch invitation and process.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-178 Develop hello world intro video.md",2,0,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-173 Governance & Treasury get together to figure out a process for bounties and budget allocation .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-167 Proposal to adopt ToC.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-170 Last call for feedback on the ToC .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-175  SuperBenefit AMA Plan-Agenda.md",2,0,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-165 [BOUNTY] Discord -_ notion web3 library bot .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-160 Publish communication strategy, key dates, and link to copy deck and-or post content directly .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-159 Publish a specific ask (_Time to get involved, your help is needed to share the news of our public launch_) .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-157 Add mini community survey to Discord welcome message.md",5,0,0,0,0,3,0,2,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-158 [BOUNTY] SuperBenefit Origin Story Artifact.md",1,1,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-153 [BOUNTY] Develop a Pluriverse Reflection Guide.md",1,1,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-147 Collaborate with CCS on web3 impact library.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-143 Connect with @lewwwk to capture the SB genesis story .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-139 [BOUNTY] Provide a summary of approaches to rewarding past contributors.md",9,3,0,0,0,3,0,3,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-123 Brainstorm Question of the Day ideas.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-121 Develop & Publish CXI Bounties.md",2,0,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/✅ SUP-96 [PASSED] Proposal- Create Reflection Practice Coordinator Role in Community Experience Squad.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-103 find 3 identity designers.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/⬜️ SUP-102 Help Peter create a project.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-95 Create Tooling Guide.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-91 Create and deploy ERC20 SPRB contract.md",2,0,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/✅ SUP-9 General Circle Lead invites individuals into Squad Lead roles.md",11,11,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-92 Clarify Discord Roles and Flow.md",5,5,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-90 Outline Treasury Strategy.md",2,1,0,1,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-87 find a designer for the origin NFT.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-88 Write copy for NFT.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-89 Check Mirror Parameters.md",6,0,0,0,0,3,0,3,NO
"notes/general-circle/old-gc-tasks/✅ SUP-86 write a design brief for this thing.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-84 Crowdfund NFT.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-85 come up with a name for this thing.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-82 Scope out what a map might look like.md",5,0,0,0,0,3,0,2,NO
"notes/general-circle/old-gc-tasks/✅ SUP-80 Write brand design brief.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-75 Recruitment Messaging.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-72 Meet with leads to discuss their needs.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-8 Appoint the General Circle Lead.md",1,1,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-71 Update Community Resources Notion site.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-69 Set up CRM system.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-70 Complete FAQ.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-66 Run contribution recognition event.md",1,0,0,0,0,1,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-65 Design contribution recognition and reward process.md",5,3,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/✅ SUP-64 [DRAFT] Proposal to execute contributor airdrop.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-60 Draft Season 0 Roadmap.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-63 Initial $SPRB allocation parameters.md",8,7,0,0,0,1,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-6 Takeaway Tour - include web3 resources.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-58 Notes template for meeting capture by Secretary drafted and shared.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-56 Format for Tactical Meetings drafted and shared.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-57 First Tactical Meeting scheduled.md",2,0,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/✅ SUP-55 Proposal 0- v1 SuperBenefit DAO Governance Model.md",11,10,0,1,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-53 Proposal 1- Initiate Governance with @Lewwwk as General Circle Lead.md",6,0,0,0,0,4,0,2,NO
"notes/general-circle/old-gc-tasks/✅ SUP-50 Weekly Update (Jan 11) & Share for Townhall.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-54 Proposal 2- Adopt the SuperBenefit Ethos.md",8,1,0,0,0,4,0,3,NO
"notes/general-circle/old-gc-tasks/✅ SUP-5 Tidy up Notion web3 library.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-49 Weekly Update (Jan 4).md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-48 Draft Survey (similar to SeedClub).md",2,0,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/✅ SUP-47 Refactor Guilds.md",2,0,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/✅ SUP-4 Edit start here channels.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-33 @Lewwwk to publish and propose v0 Mission, Vision, Values..md",2,0,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/✅ SUP-32 Invite the community to revisit and contribute to the existing Mission, Vision, Values work in Miro.md",2,0,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/✅ SUP-34 Develop Community Hosting & Onboarding Plan.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-38 Update Roles and #role-selection channel.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-28 Plan for Safe Space & Verification.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-29 Create # learn-101 resources channel.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-272 Think about tooling and create a Figjam board .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-27 Outreach to existing SB Community .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-269 Ask Taryn if she can take notes.md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-254 Twitter List - Folks with adjacent interest.md",18,0,0,0,0,9,0,9,NO
"notes/general-circle/old-gc-tasks/✅ SUP-26 Set Up DAO Contributor Tracking on Notion.md",2,0,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/✅ SUP-253 Give Discord contributor role to seeddisburser, caryn, curiousath, ash, ayusha, steve wadell, michael redhead champagne... who else__ .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-251 Update introduction-invitation on the Community Resources site .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-252 Tidy up Clarity Tasks & Projects .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-249 Coordinape Allocation Reflection.md",1,0,0,0,0,1,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-245 Draw up outline of steps to set up a multi-sig wallet for SB projects.md",2,0,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/✅ SUP-248 Test member onboarding into clarity.md",1,1,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-244 Reach out to cpoetter from rabbithole .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-243 Reach out to ananth.eth from rabbithole .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-239 Governance research project (Rev 1) DAO-Cell founding doc.md",2,0,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/✅ SUP-241 Sketch out the meta governance categories listed in the miro board .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-235 Setting up GnosisSafe wallets for latest proposals .md",8,0,0,0,0,4,0,4,NO
"notes/general-circle/old-gc-tasks/✅ SUP-232 Think about writing an article about _entity thinking_ .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-228 Set up gnosis safe wallet for project .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-226 Post this proposal in proposal-development channel .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-223 Proposal 4- Initiate the Governance Conversations project (Rev 1).md",4,2,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/✅ SUP-225 Set up Miro as working space .md",2,0,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/✅ SUP-222 Proposal for Governance Research Project (Rev1).md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-218 Reach out to Sarah Drinkwater to see if she can bring in folks from Mobius and for a general chat .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-217 MB follow up with Caryn Tan .md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-21 Refactor discord channels for clarity.md",5,0,0,0,0,4,0,1,NO
"notes/general-circle/old-gc-tasks/✅ SUP-198 SBP2- [Treasury] Reimbursement of Revolution 0 Expense.md",7,0,0,0,0,5,0,2,NO
"notes/general-circle/old-gc-tasks/✅ SUP-190 2,000,000 back to the originating SB address (so that they can be bridged to Polygon for Rev 1 contributions via Coinvise).md",0,0,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-20 Streamline permissions management and requests process.md",3,3,0,0,0,0,0,0,NO
"notes/general-circle/old-gc-tasks/✅ SUP-194 CXI Tactical Meeting #6.md",5,3,0,0,0,1,0,1,NO
"notes/general-circle/old-gc-tasks/✅ SUP-187 Steps for multisig signers to follow.md",8,0,0,0,0,4,0,4,NO
"notes/general-circle/old-gc-tasks/✅ SUP-185 Add section on how to purchase a NFT on Mirror to the Community Resources site .md",0,0,0,0,0,0,0,0,NO
